"","ontology","GO","set","n_genes","V1","V2","term","parent","parentTerm","size","pvalue","qvalue","score"
"816","BP","GO:0043066","Unreported",11,-0.162704169680787,-0.0451805331139088,"negative regulation of apoptotic process","GO:0008219","cell death",539,8.26568234530275e-05,0.00222832889593592,2.65202070795597
"817","BP","GO:0043068","topfind",1,-0.144376020945651,-0.0611036804718298,"positive regulation of programmed cell death","GO:0008219","cell death",11,3.38553476138549e-25,1.99746550921744e-23,22.6995207110307
"818","BP","GO:0043069","Unreported",1,-0.16308329889924,-0.0446077291493709,"negative regulation of programmed cell death","GO:0008219","cell death",17,2.82129618250028e-05,0.000931545409249404,3.03079597006911
"819","BP","GO:0043085","topfind",3,-0.0953414987688389,0.0341338126466987,"positive regulation of catalytic activity","GO:0065009","regulation of molecular function",29,2.41325772876366e-24,1.32600222378938e-22,21.8774557475914
"820","BP","GO:0043086","topfind",1,-0.0903838378533438,0.0320753634766774,"negative regulation of catalytic activity","GO:0065009","regulation of molecular function",117,3.12647235526723e-16,7.28296052207557e-15,14.1376920441706
"821","BP","GO:0043122","topfind",2,-0.129323471788487,-0.349305032547718,"regulation of I-kappaB kinase/NF-kappaB signaling","GO:0035556","intracellular signal transduction",31,7.47945523888579e-06,4.79831718444741e-05,4.31891104713471
"822","BP","GO:0043123","topfind",8,-0.166585283712479,-0.3122811638231,"positive regulation of I-kappaB kinase/NF-kappaB signaling","GO:0035556","intracellular signal transduction",238,0.000142894959090299,0.000697488002143565,3.15646325851696
"823","BP","GO:0043149","topfind",1,0.0492218038878108,0.00236045046047558,"stress fiber assembly","GO:0097435","supramolecular fiber organization",19,1.4839848589129e-08,1.47537610696893e-07,6.83109725401819
"824","BP","GO:0043154","topfind",2,-0.356445945077103,0.200669708606071,"negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","GO:0030162","regulation of proteolysis",69,0.00191707506605411,0.00717582232213079,2.14412832323507
"825","BP","GO:0043161","topfind",14,-0.269234021213355,0.308092646219699,"proteasome-mediated ubiquitin-dependent protein catabolic process","GO:0009894","regulation of catabolic process",201,1.61889530786807e-07,1.35813618019049e-06,5.86705668120421
"826","BP","GO:0043200","topfind",4,-0.0107875620715582,-0.399452931376191,"response to amino acid","GO:0070887","cellular response to chemical stimulus",30,4.66006771587576e-07,3.64599645857323e-06,5.43818375751946
"827","BP","GO:0043254","topfind",1,-0.0450629796072946,0.0131603107580708,"regulation of protein-containing complex assembly","GO:0022607","cellular component assembly",21,7.51722836795847e-16,1.71231043647358e-14,13.7664174963029
"828","BP","GO:0043276","topfind",1,0.00189561613785671,-0.0990249641731734,"anoikis","GO:0008219","cell death",11,2.69702762101372e-07,2.18371257773417e-06,5.66080452444648
"829","BP","GO:0043279","topfind",1,-0.0101571323269099,-0.388815899454301,"response to alkaloid","GO:1901698","response to nitrogen compound",8,4.50549796885128e-09,4.80452953774689e-08,7.31834913227507
"830","BP","GO:0043280","topfind",3,-0.339957055192133,0.262815311765434,"positive regulation of cysteine-type endopeptidase activity involved in apoptotic process","GO:0030162","regulation of proteolysis",58,6.18946649649765e-09,6.48497523170161e-08,7.18809167829322
"831","BP","GO:0043297","topfind",1,0.0515880983809694,-0.00100779195829736,"apical junction assembly","GO:0034330","cell junction organization",7,2.24145644328602e-06,1.5802158157466e-05,4.80128359583848
"832","BP","GO:0043388","topfind",2,-0.067894330131008,0.0229804450740354,"positive regulation of DNA binding","GO:0065009","regulation of molecular function",32,6.92674448131552e-05,0.00036181935251458,3.4415082078866
"833","BP","GO:0043393","topfind",2,-0.0736860871770217,0.0235443020066746,"regulation of protein binding","GO:0065009","regulation of molecular function",23,2.80037156217566e-13,4.90439768966921e-12,11.3094143208253
"834","BP","GO:0043406","topfind",6,-0.3937436387238,-0.0361395584604914,"positive regulation of MAP kinase activity","GO:0065009","regulation of molecular function",83,0.000261089450089904,0.00121560275662816,2.91520832373932
"835","BP","GO:0043408","topfind",5,-0.144064655920175,-0.373351343518864,"regulation of MAPK cascade","GO:0035556","intracellular signal transduction",32,1.04963072798677e-17,2.91708184557867e-16,15.5350513855562
"836","BP","GO:0043409","topfind",1,-0.179602294417067,-0.302013262261482,"negative regulation of MAPK cascade","GO:0035556","intracellular signal transduction",49,6.88090350568282e-05,0.000360209043155672,3.44344538828687
"837","BP","GO:0043410","topfind",10,-0.182228888334184,-0.331279756463791,"positive regulation of MAPK cascade","GO:0035556","intracellular signal transduction",168,1.5251049970105e-14,3.10104682725468e-13,12.5084916756638
"838","BP","GO:0043434","topfind",1,-0.016406400459483,-0.445599761585617,"response to peptide hormone","GO:1901698","response to nitrogen compound",50,5.67026883615327e-11,7.61466326168494e-10,9.11834929742651
"839","BP","GO:0043484","topfind",4,-0.286682912498632,0.240589514364637,"regulation of RNA splicing","GO:0006396","RNA processing",54,7.45720104414761e-05,0.000387559083868408,3.4116620793719
"840","BP","GO:0043484","Unreported",5,-0.286682912498632,0.240589514364637,"regulation of RNA splicing","GO:0006396","RNA processing",54,2.0598000483027e-09,2.6739786532528e-07,6.57284206409405
"841","BP","GO:0043484","Unreported+high ratio",4,-0.286682912498632,0.240589514364637,"regulation of RNA splicing","GO:0006396","RNA processing",54,2.08336180555967e-09,3.65757031132159e-07,6.43680731646021
"842","BP","GO:0043488","topfind",4,-0.360242834176525,0.287359771415334,"regulation of mRNA stability","GO:0009894","regulation of catabolic process",42,2.89151110434816e-08,2.76402349656017e-07,6.55845826940817
"843","BP","GO:0043488","Unreported",1,-0.360242834176525,0.287359771415334,"regulation of mRNA stability","GO:0009894","regulation of catabolic process",42,0.000387779382910909,0.00788740330796164,2.10306595175112
"844","BP","GO:0043491","topfind",4,-0.112575705717386,-0.297648753467999,"protein kinase B signaling","GO:0035556","intracellular signal transduction",39,9.47085114032008e-08,8.32371019633992e-07,6.07968304887384
"845","BP","GO:0043523","topfind",1,-0.0867843090178229,-0.0854172956545609,"regulation of neuron apoptotic process","GO:0008219","cell death",17,6.71908829426764e-21,2.54547355484939e-19,18.5942314105271
"846","BP","GO:0043524","topfind",10,-0.137020413990471,-0.049600974453248,"negative regulation of neuron apoptotic process","GO:0008219","cell death",143,2.27409365401019e-10,2.83199413867912e-09,8.54790764983183
"847","BP","GO:0043525","topfind",10,-0.11789747228315,-0.0638467861688462,"positive regulation of neuron apoptotic process","GO:0008219","cell death",55,2.44272481760555e-13,4.32008187644342e-12,11.3645080221317
"848","BP","GO:0043534","topfind",1,0.239983702100164,0.026832857805041,"blood vessel endothelial cell migration","GO:0006928","movement of cell or subcellular component",10,1.60094921979946e-09,1.79216679379728e-08,7.74662157377275
"849","BP","GO:0043536","topfind",5,0.102231494955367,0.0528994337393648,"positive regulation of blood vessel endothelial cell migration","GO:0090130","tissue migration",54,3.19447796702346e-06,2.19826504843546e-05,4.65791994515492
"850","BP","GO:0043537","topfind",2,0.0933389245538921,0.0645877129728292,"negative regulation of blood vessel endothelial cell migration","GO:0006928","movement of cell or subcellular component",42,0.00228008809704597,0.00836071019996787,2.07775682987837
"851","BP","GO:0043542","topfind",3,0.248064504847157,0.0291636144652544,"endothelial cell migration","GO:0090130","tissue migration",35,2.11758051543377e-11,2.99456670925191e-10,9.5236660077969
"852","BP","GO:0043550","topfind",1,-0.26103459133504,0.204826350376036,"regulation of lipid kinase activity","GO:0065009","regulation of molecular function",4,8.87132354524827e-05,0.000452877921125511,3.34401885168863
"853","BP","GO:0043552","topfind",3,-0.281245351085393,0.205910918797833,"positive regulation of phosphatidylinositol 3-kinase activity","GO:0065009","regulation of molecular function",33,0.000150287610768005,0.000729145847776036,3.13718559301397
"854","BP","GO:0043589","topfind",3,0.414385254422764,0.118332860098118,"skin morphogenesis","GO:0043588","skin development",11,0.000112526618775438,0.000562476806906671,3.24989538048792
"855","BP","GO:0043620","topfind",1,-0.303734038541237,-0.0467487931244921,"regulation of DNA-templated transcription in response to stress","GO:0006950","response to stress",6,5.8255257826184e-05,0.000309006150208454,3.51003287664308
"856","BP","GO:0043666","topfind",1,-0.308912458910384,0.262988684300532,"regulation of phosphoprotein phosphatase activity","GO:0019220","regulation of phosphate metabolic process",16,0.00259034077933105,0.00927625518886811,2.03262731247122
"857","BP","GO:0043923","Unreported",3,0.0368226542925929,-0.0633519637504996,"positive regulation by host of viral transcription","GO:0016032","viral process",17,7.3924315723616e-05,0.00203094360526179,2.6923021358092
"858","BP","GO:0043923","Unreported+high ratio",3,0.0368226542925929,-0.0633519637504996,"positive regulation by host of viral transcription","GO:0016032","viral process",17,1.64850701054886e-05,0.000689881015228528,3.16122580619841
"859","BP","GO:0044346","topfind",4,0.00282605870128974,-0.097435280886072,"fibroblast apoptotic process","GO:0008219","cell death",3,5.24625126335182e-10,6.22117242069298e-09,8.20612776195618
"860","BP","GO:0044772","topfind",1,0.00295005796091873,-0.034136430238386,"mitotic cell cycle phase transition","GO:0000278","mitotic cell cycle",22,2.15453877293399e-17,5.83021431863868e-16,15.2343154802853
"861","BP","GO:0044788","topfind",1,0.0366795072109512,-0.0639639500875466,"modulation by host of viral process","GO:0044419","biological process involved in interspecies interaction between organisms",0,0.000676182175980095,0.0028346880039049,2.54749473417457
"862","BP","GO:0044818","topfind",1,-0.159182400347893,-0.234499053280587,"mitotic G2/M transition checkpoint","GO:0000278","mitotic cell cycle",8,6.57323094280688e-06,4.28182048202027e-05,4.36837154472545
"863","BP","GO:0045069","topfind",1,-0.0381216125643442,-0.0158501524742184,"regulation of viral genome replication","GO:0016032","viral process",4,5.0815570704939e-05,0.000272150653224815,3.56519061893797
"864","BP","GO:0045087","topfind",13,0.0244816979562738,-0.446017977354542,"innate immune response","GO:0009607","response to biotic stimulus",592,1.89298489826539e-08,1.8563631195796e-07,6.73133706830848
"865","BP","GO:0045088","topfind",2,-0.0558157087245176,-0.397331121799768,"regulation of innate immune response","GO:0009607","response to biotic stimulus",23,4.87922765358948e-06,3.24802203552067e-05,4.48838103304152
"866","BP","GO:0045089","topfind",1,-0.0931425545729759,-0.354943833181625,"positive regulation of innate immune response","GO:0009607","response to biotic stimulus",29,4.70212033232976e-06,3.14260558515409e-05,4.50271012198585
"867","BP","GO:0045104","Unreported",2,0.0473365166313629,-0.00014302419998783,"intermediate filament cytoskeleton organization","GO:0045109","intermediate filament organization",24,0.000490815630569092,0.00944623237656772,2.02474137501808
"868","BP","GO:0045109","Unreported",4,0.0467424536832381,-0.000297915560981242,"intermediate filament organization","GO:0045109","intermediate filament organization",22,0.000435620869810852,0.00859068224903702,2.06597234429144
"869","BP","GO:0045141","topfind",2,0.0501233112841967,-0.0190013577582386,"meiotic telomere clustering","GO:0022414","reproductive process",7,0.00241910072937254,0.00875449323781979,2.05776898840272
"870","BP","GO:0045165","topfind",5,0.375563326825381,0.11108087027752,"cell fate commitment","GO:0045165","cell fate commitment",55,6.79589797517645e-10,7.97991413137359e-09,8.09800178189128
"871","BP","GO:0045184","topfind",2,0.0200156938381248,-0.0594166149414615,"establishment of protein localization","GO:0033365","protein localization to organelle",39,3.88201031736949e-11,5.32145249497028e-10,9.27396981047702
"872","BP","GO:0045216","topfind",1,0.0510484677688845,-0.000398024553701907,"cell-cell junction organization","GO:0034330","cell junction organization",23,2.02612800819765e-08,1.97884252415288e-07,6.70358876547659
"873","BP","GO:0045216","Unreported",1,0.0510484677688845,-0.000398024553701907,"cell-cell junction organization","GO:0034330","cell junction organization",23,0.000133442585415324,0.00328945112951885,2.48287656141392
"874","BP","GO:0045428","topfind",1,-0.251231844008763,0.207944946753925,"regulation of nitric oxide biosynthetic process","GO:0045428","regulation of nitric oxide biosynthetic process",6,7.94350780375888e-06,5.05100434376824e-05,4.29662225800245
"875","BP","GO:0045445","topfind",1,0.37623195821886,0.111785503057723,"myoblast differentiation","GO:0042692","muscle cell differentiation",18,3.35918780669599e-05,0.000188166800253679,3.72545700013583
"876","BP","GO:0045580","topfind",1,0.374668040569808,0.0939364369513405,"regulation of T cell differentiation","GO:0002520","immune system development",13,6.88090350568282e-05,0.000360209043155672,3.44344538828687
"877","BP","GO:0045582","topfind",3,0.314073782955649,0.107693612132441,"positive regulation of T cell differentiation","GO:0002520","immune system development",18,0.0019263806077325,0.00719195415687685,2.14315308955609
"878","BP","GO:0045595","topfind",4,0.313697028203829,0.144636539180755,"regulation of cell differentiation","GO:0050793","regulation of developmental process",37,4.44185459479697e-26,2.82942206843793e-24,23.5483022634581
"879","BP","GO:0045596","topfind",2,0.230871819631082,0.161594844550922,"negative regulation of cell differentiation","GO:0050793","regulation of developmental process",44,4.8039526918617e-10,5.72497540993717e-09,8.24222637437699
"880","BP","GO:0045597","topfind",6,0.245767191196485,0.15362734858776,"positive regulation of cell differentiation","GO:0050793","regulation of developmental process",35,1.65865232928635e-19,5.50183385539317e-18,17.2594925285911
"881","BP","GO:0045600","topfind",3,0.220087536911132,0.125668786392951,"positive regulation of fat cell differentiation","GO:0050793","regulation of developmental process",51,0.002126098710017,0.00784803000753967,2.10523934506695
"882","BP","GO:0045621","topfind",1,0.318397658769866,0.109996883039509,"positive regulation of lymphocyte differentiation","GO:0002520","immune system development",3,0.000459206698272875,0.0020166990934522,2.69535889692961
"883","BP","GO:0045646","topfind",1,0.342611594134942,0.0862865829741835,"regulation of erythrocyte differentiation","GO:0065008","regulation of biological quality",6,2.174697778923e-05,0.000126543852972415,3.89775894639667
"884","BP","GO:0045648","topfind",4,0.29292349796219,0.10018284045468,"positive regulation of erythrocyte differentiation","GO:0065008","regulation of biological quality",34,8.26745960224079e-05,0.000425065530120923,3.37154411188831
"885","BP","GO:0045664","topfind",1,0.359229628579743,0.14561602543859,"regulation of neuron differentiation","GO:0007417","central nervous system development",27,0.000163653560920913,0.000791120437547839,3.10175739591972
"886","BP","GO:0045667","topfind",1,0.303530652043577,0.123783729739686,"regulation of osteoblast differentiation","GO:0001503","ossification",13,0.00256955483572457,0.00923397688844008,2.03461121677161
"887","BP","GO:0045670","topfind",2,0.358225160732722,0.0915409459984339,"regulation of osteoclast differentiation","GO:0002520","immune system development",11,0.00191707506605411,0.00717582232213079,2.14412832323507
"888","BP","GO:0045727","topfind",4,-0.35510919698417,0.291075690603659,"positive regulation of translation","GO:0034248","regulation of cellular amide metabolic process",81,1.54456897017185e-05,9.27256667831272e-05,4.03280003500996
"889","BP","GO:0045727","Unreported",3,-0.35510919698417,0.291075690603659,"positive regulation of translation","GO:0034248","regulation of cellular amide metabolic process",81,8.55006417831692e-05,0.00228785732176674,2.64057106305275
"890","BP","GO:0045732","topfind",4,-0.350373835813049,0.298650460468577,"positive regulation of protein catabolic process","GO:0009894","regulation of catabolic process",82,3.64031543376269e-10,4.43367013404802e-09,8.35323662161662
"891","BP","GO:0045736","topfind",3,-0.343654074985834,0.255261846341526,"negative regulation of cyclin-dependent protein serine/threonine kinase activity","GO:0065009","regulation of molecular function",38,0.000846718156659373,0.00343168766420843,2.46449224643041
"892","BP","GO:0045739","topfind",4,-0.34619425091109,-0.0878620452671507,"positive regulation of DNA repair","GO:0048583","regulation of response to stimulus",37,1.39722794266768e-05,8.47282791181295e-05,4.07197161428343
"893","BP","GO:0045765","topfind",2,0.425336228995481,0.170029655072528,"regulation of angiogenesis","GO:0072359","circulatory system development",30,5.29728702611761e-06,3.51103793867353e-05,4.45456447772133
"894","BP","GO:0045773","topfind",4,0.328972048659439,0.178004876053203,"positive regulation of axon extension","GO:0120036","plasma membrane bounded cell projection organization",38,0.000167516700858386,0.000808709062896487,3.09220768988817
"895","BP","GO:0045785","topfind",3,-0.120335451175954,0.00728944058506572,"positive regulation of cell adhesion","GO:0022610","biological adhesion",52,3.31228335655922e-11,4.57616422274727e-10,9.33949839860463
"896","BP","GO:0045786","topfind",3,-0.145049572319767,0.0148319229677387,"negative regulation of cell cycle","GO:0000278","mitotic cell cycle",49,4.39305929185218e-10,5.2790051390237e-09,8.27744791522038
"897","BP","GO:0045787","topfind",1,-0.131191754475465,-0.000993530226184329,"positive regulation of cell cycle","GO:0000278","mitotic cell cycle",34,1.71461854096204e-08,1.69298000793481e-07,6.7713481703582
"898","BP","GO:0045860","topfind",2,-0.374339908568721,0.291629551894087,"positive regulation of protein kinase activity","GO:0065009","regulation of molecular function",62,4.31804346039412e-10,5.19753793108977e-09,8.28420233254909
"899","BP","GO:0045861","topfind",3,-0.359100920468829,0.278099475795379,"negative regulation of proteolysis","GO:0030162","regulation of proteolysis",24,3.90559153227754e-06,2.65713117668561e-05,4.57558700490306
"900","BP","GO:0045862","topfind",1,-0.348093448214573,0.269263106940758,"positive regulation of proteolysis","GO:0030162","regulation of proteolysis",20,7.96523616864323e-19,2.46067682154051e-17,16.6089454215829
"901","BP","GO:0045892","topfind",16,-0.383077561566478,0.296293306537423,"negative regulation of transcription, DNA-templated","GO:0048523","negative regulation of cellular process",652,1.99238217390975e-14,3.97262240659346e-13,12.4009227121976
"902","BP","GO:0045892","Unreported",14,-0.383077561566478,0.296293306537423,"negative regulation of transcription, DNA-templated","GO:0048523","negative regulation of cellular process",652,6.95035817841703e-07,4.27582424099069e-05,4.3689801548984
"903","BP","GO:0045892","Unreported+high ratio",11,-0.383077561566478,0.296293306537423,"negative regulation of transcription, DNA-templated","GO:0048523","negative regulation of cellular process",652,7.32354059297421e-08,7.12362772813897e-06,5.14729878430136
"904","BP","GO:0045893","topfind",29,-0.38274713378349,0.295384372130132,"positive regulation of transcription, DNA-templated","GO:0010604","positive regulation of macromolecule metabolic process",761,4.25492058113441e-19,1.35517337800909e-17,16.8680051385196
"905","BP","GO:0045893","Unreported",9,-0.38274713378349,0.295384372130132,"positive regulation of transcription, DNA-templated","GO:0010604","positive regulation of macromolecule metabolic process",761,7.01076289384074e-07,4.27582424099069e-05,4.3689801548984
"906","BP","GO:0045893","Unreported+high ratio",6,-0.38274713378349,0.295384372130132,"positive regulation of transcription, DNA-templated","GO:0010604","positive regulation of macromolecule metabolic process",761,9.06466798362901e-08,7.76755716025733e-06,5.109715542155
"907","BP","GO:0045930","topfind",2,-0.138880423843407,0.0125044079716218,"negative regulation of mitotic cell cycle","GO:0000278","mitotic cell cycle",39,2.75667105716319e-12,4.24893324827851e-11,10.3717200917234
"908","BP","GO:0045931","topfind",6,-0.120399332256576,-0.0043261563622481,"positive regulation of mitotic cell cycle","GO:0000278","mitotic cell cycle",31,1.91659994462524e-09,2.12896395083526e-08,7.67183169228919
"909","BP","GO:0045943","Unreported",2,-0.284748611002331,0.22470937848881,"positive regulation of transcription by RNA polymerase I","GO:0031328","positive regulation of cellular biosynthetic process",16,2.26844226449425e-05,0.00079263336989464,3.10092764780295
"910","BP","GO:0045943","Unreported+high ratio",2,-0.284748611002331,0.22470937848881,"positive regulation of transcription by RNA polymerase I","GO:0031328","positive regulation of cellular biosynthetic process",16,3.10292618976862e-06,0.00017449111495277,3.7582266823164
"911","BP","GO:0045944","topfind",39,-0.372206376267483,0.288030421827146,"positive regulation of transcription by RNA polymerase II","GO:0010604","positive regulation of macromolecule metabolic process",1412,3.51603008256905e-14,6.8033291758957e-13,12.167278515396
"912","BP","GO:0045944","Unreported",15,-0.372206376267483,0.288030421827146,"positive regulation of transcription by RNA polymerase II","GO:0010604","positive regulation of macromolecule metabolic process",1412,0.000385771144336749,0.00788740330796164,2.10306595175112
"913","BP","GO:0045944","Unreported+high ratio",14,-0.372206376267483,0.288030421827146,"positive regulation of transcription by RNA polymerase II","GO:0010604","positive regulation of macromolecule metabolic process",1412,3.50216870347897e-06,0.000190974320663952,3.71902502617486
"914","BP","GO:0045947","topfind",1,-0.325406200190796,0.267781391840937,"negative regulation of translational initiation","GO:0034248","regulation of cellular amide metabolic process",17,0.000576420720695587,0.0024594406328197,2.60916365619064
"915","BP","GO:0045995","topfind",3,0.333777288742811,0.129535524476161,"regulation of embryonic development","GO:0009790","embryo development",21,0.00100310424325974,0.00400019077173608,2.39791929638788
"916","BP","GO:0046034","topfind",2,-0.113944666754307,0.147283905393996,"ATP metabolic process","GO:1903578","regulation of ATP metabolic process",32,0.000296678965343904,0.00136540613334106,2.86473815064928
"917","BP","GO:0046326","topfind",5,-0.105975683646413,-0.0230647632703229,"positive regulation of glucose import","GO:0032879","regulation of localization",42,7.08981638763614e-06,4.57280451238395e-05,4.33981736433277
"918","BP","GO:0046328","topfind",2,-0.132829548509683,-0.404382672477857,"regulation of JNK cascade","GO:0006950","response to stress",17,1.62209484986965e-06,1.16758387293617e-05,4.93271191226504
"919","BP","GO:0046330","topfind",7,-0.165306844722351,-0.362904542114412,"positive regulation of JNK cascade","GO:0006950","response to stress",96,1.15628285332356e-05,7.13189715357583e-05,4.14679492824999
"920","BP","GO:0046620","topfind",1,0.295551527372801,0.11770819309637,"regulation of organ growth","GO:0040007","growth",8,5.38664039175643e-06,3.56697677459639e-05,4.44769971844339
"921","BP","GO:0046621","topfind",3,0.226288109870556,0.134359945239883,"negative regulation of organ growth","GO:0040007","growth",12,0.00192177746027664,0.00718221918954894,2.14374134505247
"922","BP","GO:0046627","topfind",3,-0.160777512814854,-0.394769838042733,"negative regulation of insulin receptor signaling pathway","GO:1901698","response to nitrogen compound",39,0.00228008809704597,0.00836071019996787,2.07775682987837
"923","BP","GO:0046631","topfind",1,0.0701704339197296,-0.0728513008852023,"alpha-beta T cell activation","GO:0045321","leukocyte activation",1,0.00050178294200129,0.00216796735685792,2.66394726126797
"924","BP","GO:0046677","topfind",4,-0.0038833911822832,-0.335321039563673,"response to antibiotic","GO:0046677","response to antibiotic",30,1.78465921502219e-06,1.2744024831081e-05,4.8946933910055
"925","BP","GO:0046685","topfind",1,-0.00273639541348952,-0.32619083461067,"response to arsenic-containing substance","GO:0046685","response to arsenic-containing substance",12,0.00175673039664257,0.00661692590006972,2.17934372879467
"926","BP","GO:0046777","topfind",20,-0.240731939811208,0.273882922532936,"protein autophosphorylation","GO:0019220","regulation of phosphate metabolic process",194,3.7857150023615e-15,8.15855586437068e-14,13.0883867083589
"927","BP","GO:0046824","topfind",1,-0.110533001506489,-0.0242308084199277,"positive regulation of nucleocytoplasmic transport","GO:0060341","regulation of cellular localization",1,4.99317316028235e-11,6.76852361727163e-10,9.16950605137338
"928","BP","GO:0046847","topfind",3,0.0659624021800177,0.00381706641480343,"filopodium assembly","GO:0120036","plasma membrane bounded cell projection organization",23,0.00246833636299842,0.00891178083757097,2.05003550239969
"929","BP","GO:0046902","topfind",3,-0.0145899927583947,-0.018715299040404,"regulation of mitochondrial membrane permeability","GO:0065008","regulation of biological quality",15,4.99317316028235e-11,6.76852361727163e-10,9.16950605137338
"930","BP","GO:0048010","topfind",5,-0.09819828800375,-0.273806841565066,"vascular endothelial growth factor receptor signaling pathway","GO:0007166","cell surface receptor signaling pathway",35,8.71057503823332e-06,5.49855236196419e-05,4.25975163486294
"931","BP","GO:0048013","topfind",5,-0.0959594388178879,-0.270193233966755,"ephrin receptor signaling pathway","GO:0007166","cell surface receptor signaling pathway",62,2.69722646005455e-05,0.000154206799519242,3.81189647629426
"932","BP","GO:0048024","Unreported",2,-0.286016362338996,0.242025047155204,"regulation of mRNA splicing, via spliceosome","GO:0016071","mRNA metabolic process",22,2.35513153948751e-08,2.35447733628209e-06,5.62810548563111
"933","BP","GO:0048024","Unreported+high ratio",2,-0.286016362338996,0.242025047155204,"regulation of mRNA splicing, via spliceosome","GO:0016071","mRNA metabolic process",22,7.12524514160041e-09,1.06848988602583e-06,5.97122958436932
"934","BP","GO:0048025","topfind",4,-0.288420301243058,0.225512998912787,"negative regulation of mRNA splicing, via spliceosome","GO:0006396","RNA processing",21,3.44336192878211e-05,0.000191836835629827,3.71706799792245
"935","BP","GO:0048041","topfind",2,0.0517323143180826,-0.00172848409731133,"focal adhesion assembly","GO:0034330","cell junction organization",30,2.6133218222206e-07,2.130316022236e-06,5.67155596626417
"936","BP","GO:0048066","topfind",1,0.0405106851601026,-0.0227847826404721,"developmental pigmentation","GO:0048066","developmental pigmentation",5,3.31231237945256e-05,0.000185975230166143,3.73054489512893
"937","BP","GO:0048070","topfind",1,-0.0251804192699591,-0.0152293868653265,"regulation of developmental pigmentation","GO:0048066","developmental pigmentation",3,0.000142422742706528,0.000696439471468472,3.15711662274258
"938","BP","GO:0048143","topfind",3,0.424706297114391,0.11466698243166,"astrocyte activation","GO:0007417","central nervous system development",17,0.000500581570347007,0.00216656514137539,2.66422824864919
"939","BP","GO:0048144","topfind",1,0.0282630982552892,-0.0239302568828319,"fibroblast proliferation","GO:0042127","regulation of cell population proliferation",2,6.61762705399605e-09,6.89344132194842e-08,7.16156391684143
"940","BP","GO:0048145","topfind",1,-0.0541872692246639,-0.0153363609339223,"regulation of fibroblast proliferation","GO:0042127","regulation of cell population proliferation",3,1.27102693024563e-09,1.43624047785056e-08,7.84277283762875
"941","BP","GO:0048146","topfind",6,-0.0931941330085807,0.00167510193564519,"positive regulation of fibroblast proliferation","GO:0042127","regulation of cell population proliferation",48,2.85738021361229e-06,1.97954020958434e-05,4.70343567217738
"942","BP","GO:0048147","topfind",3,-0.100511572886419,0.010281384844328,"negative regulation of fibroblast proliferation","GO:0042127","regulation of cell population proliferation",30,0.00209616998113281,0.00774947689994554,2.11072761196265
"943","BP","GO:0048167","topfind",3,-0.106944828991044,-0.130967633381903,"regulation of synaptic plasticity","GO:0023051","regulation of signaling",52,3.0364212654694e-06,2.09550913411781e-05,4.67871044177916
"944","BP","GO:0048255","topfind",2,-0.359459281270505,0.269086886355109,"mRNA stabilization","GO:0009894","regulation of catabolic process",33,6.57323094280688e-06,4.28182048202027e-05,4.36837154472545
"945","BP","GO:0048255","Unreported",1,-0.359459281270505,0.269086886355109,"mRNA stabilization","GO:0009894","regulation of catabolic process",33,0.000230373528423365,0.00514713561431047,2.28843438901216
"946","BP","GO:0048255","Unreported+high ratio",1,-0.359459281270505,0.269086886355109,"mRNA stabilization","GO:0009894","regulation of catabolic process",33,3.28437619367725e-05,0.00127788864011291,2.8935069905373
"947","BP","GO:0048477","topfind",1,0.431882083385922,0.128217333524698,"oogenesis","GO:0051704","multi-organism process",37,0.00158966275439423,0.00607023475126241,2.21679451333883
"948","BP","GO:0048511","topfind",4,0.0375871737933609,-0.0224400344763068,"rhythmic process","GO:0048511","rhythmic process",66,6.88443856130997e-06,4.46836688587098e-05,4.34985117531298
"949","BP","GO:0048514","topfind",1,0.520406382683251,0.159690164304301,"blood vessel morphogenesis","GO:0072359","circulatory system development",19,2.46259227032155e-11,3.4418910993737e-10,9.46320287476653
"950","BP","GO:0048536","topfind",4,0.407012577802588,0.0621948340618601,"spleen development","GO:0002520","immune system development",35,0.000150287610768005,0.000729145847776036,3.13718559301397
"951","BP","GO:0048538","topfind",7,0.417590550218017,0.0654711287681752,"thymus development","GO:0048538","thymus development",43,8.04219593577312e-08,7.14663288218456e-07,6.14589852674681
"952","BP","GO:0048545","topfind",2,-0.0139613564517074,-0.427112847005325,"response to steroid hormone","GO:1901698","response to nitrogen compound",15,6.9150423180427e-10,8.09253508761326e-09,8.09191540890731
"953","BP","GO:0048546","topfind",2,0.428250529861778,0.124370213138179,"digestive tract morphogenesis","GO:0055123","digestive system development",12,0.000500856403896729,0.00216656514137539,2.66422824864919
"954","BP","GO:0048565","topfind",1,0.419501924064635,0.120549968213542,"digestive tract development","GO:0055123","digestive system development",26,0.000478271636731238,0.00209276549616501,2.67927943359506
"955","BP","GO:0048568","topfind",2,0.477304091448285,0.141340903472294,"embryonic organ development","GO:0009790","embryo development",31,1.52993705270325e-07,1.29406426619953e-06,5.88804415507167
"956","BP","GO:0048589","topfind",1,0.360304692202053,0.103378186017969,"developmental growth","GO:0040007","growth",24,1.20314015008485e-16,2.93566196620704e-15,14.5322939537501
"957","BP","GO:0048598","topfind",1,0.4894984224991,0.147362197111813,"embryonic morphogenesis","GO:0009790","embryo development",13,1.69110357797419e-07,1.41541436677421e-06,5.84911640052171
